MedDRA Code,MedDRA SOC,CTCAE Term,Grade 1   ,Grade 2   ,Grade 3   ,Grade 4   ,Grade 5   ,Definition,Navigational Note,CTCAE v5.0 Change
10018304,Eye disorders,Glaucoma,Less than 8 mmHg of elevated intraocular pressure (EIOP); no visual field deficit,EIOP which can be reduced to 21 mmHg or under with topical medications and no visual field deficit,EIOP causing visual field deficits,Visual field deficit within the central 10 degrees of the visual field in the affected eye, -,A disorder characterized by an increase in pressure in the eyeball due to obstruction of the aqueous humor outflow.,,"Clarification: Grade 1, 2, 3, 4"
10023332,Eye disorders,Keratitis,Asymptomatic; clinical or diagnostic observations only; intervention not indicated,Symptomatic; moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline),"Symptomatic with marked decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200); corneal ulcer; limiting self care ADL",Perforation; best corrected visual acuity of 20/200 or worse in the affected eye, -,A disorder characterized by inflammation to the cornea of the eye.,Also consider Eye disorders: Corneal ulcer,"Addition: Grade 1, Navigational note; Clarification: Grade 2, 3, 4"
10029404,Eye disorders,Night blindness,Symptomatic but not limiting ADL,Symptomatic; moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline); limiting instrumental ADL,"Symptomatic with marked decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200); limiting self care ADL",Best corrected visual acuity of 20/200 or worse in the affected eye, -,A disorder characterized by an inability to see clearly in dim light.,,"Clarification: Grade 2, 3, 4"
10061322,Eye disorders,Optic nerve disorder,Asymptomatic; clinical or diagnostic observations only,Moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline),"Marked decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200)",Best corrected visual acuity of 20/200 or worse in the affected eye, -,A disorder characterized by involvement of the optic nerve (second cranial nerve).,,"Clarification: Grade 2, 3, 4"
10033703,Eye disorders,Papilledema,Asymptomatic; no visual field deficit,Symptomatic; moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline),"Symptomatic with marked decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200)",Best corrected visual acuity of 20/200 or worse in the affected eye, -,A disorder characterized by swelling around the optic disc.,,"Clarification: Grade 1, 2, 3, 4"
10054541,Eye disorders,Periorbital edema,Soft or non-pitting,Indurated or pitting edema; topical intervention indicated,"Edema associated with visual disturbance; increased intraocular pressure, glaucoma or retinal hemorrhage; optic neuritis; diuretics indicated; operative intervention indicated", -, -,A disorder characterized by swelling due to an excessive accumulation of fluid around the orbits of the face.,,Primary SOC change
10034960,Eye disorders,Photophobia,Symptomatic but not limiting ADL,Limiting instrumental ADL,Limiting self care ADL, -, -,A disorder characterized by fear and avoidance of light.,,
10038848,Eye disorders,Retinal detachment, -, -,Macular sparing rhegmatogenous detachment,Macula-off rhegmatogenous retinal detachment, -,A disorder characterized by the separation of the inner retina layers from the underlying pigment epithelium.,,"Clarification: Grade 3, 4; Deletion: Grade 1, 2"
10038897,Eye disorders,Retinal tear,No retinal detachment and treatment not indicated,No retinal detachment and treatment indicated, -, -, -,"A disorder characterized by a small laceration of the retina, this occurs when the vitreous separates from the retina. Symptoms include flashes and floaters.","If retinal detachment is present, grade under Eye disorders: Retinal detachment","Addition: Grade 1, Navigational note; Clarification: Grade 2; Deletion: Grade 3, 4"
10038901,Eye disorders,Retinal vascular disorder, -,Retinal vascular disorder without neovascularization,Retinal vascular disorder with neovascularization, -, -,A disorder characterized by pathological retinal blood vessels that adversely affects vision.,"If vitreous hemorrhage is present, report under Eye disorders: Vitreous hemorrhage.","Addition: Navigational note; Clarification: Grade 2, 3"
10038923,Eye disorders,Retinopathy,Asymptomatic; clinical or diagnostic observations only,Symptomatic; moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline); limiting instrumental ADL,"Symptomatic with marked decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200); limiting self care ADL",Best corrected visual acuity of 20/200 or worse in the affected eye, -,A disorder involving the retina.,"If vitreous hemorrhage is present, report under Eye disorders: Vitreous hemorrhage.","Addition: Navigational note; Clarification: Grade 2, 3, 4"
10061510,Eye disorders,Scleral disorder,No change in vision from baseline,Symptomatic; moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline); limiting instrumental ADL,"Symptomatic with marked decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200); limiting self care ADL",Best corrected visual acuity of 20/200 or worse in the affected eye, -,A disorder characterized by involvement of the sclera of the eye.,,"Clarification: Grade 1, 2, 3, 4"
10046851,Eye disorders,Uveitis,Anterior uveitis with trace cells,Anterior uveitis with 1+ or 2+ cells,Anterior uveitis with 3+ or greater cells; intermediate posterior or pan-uveitis,Best corrected visual acuity of 20/200 or worse in the affected eye, -,A disorder characterized by inflammation to the uvea of the eye.,,"Clarification: Grade 1, 2, 3, 4"
10047516,Eye disorders,Vision decreased, -,Moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline),"Marked decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200)",Best corrected visual acuity of 20/200 or worse in the affected eye, -,A disorder characterized by a decrease in visual acuity.,"If etiology is known, use a more specific CTCAE term.","Addition: Term, Navigational note"
10047656,Eye disorders,Vitreous hemorrhage,Intervention not indicated,Symptomatic; moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline); limiting instrumental ADL,"Symptomatic with marked decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200); limiting self care ADL; vitrectomy indicated",Best corrected visual acuity of 20/200 or worse in the affected eye, -,A disorder characterized by bleeding into the vitreous humor.,,"Clarification: Grade 1, 2, 3, 4, Definition"
10047848,Eye disorders,Watering eyes,Intervention not indicated,Symptomatic; moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline),"Marked decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200)",Best corrected visual acuity of 20/200 or worse in the affected eye, -,A disorder characterized by excessive tearing in the eyes; it can be caused by overproduction of tears or impaired drainage of the tear duct.,,"Addition: Grade 4; Clarification: Grade 2, 3, Definition"
10000060,Gastrointestinal disorders,Abdominal distension,Asymptomatic; clinical or diagnostic observations only; intervention not indicated,Symptomatic; limiting instrumental ADL,Severe discomfort; limiting self care ADL, -, -,A disorder characterized by swelling of the abdomen.,,
10000081,Gastrointestinal disorders,Abdominal pain,Mild pain,Moderate pain; limiting instrumental ADL,Severe pain; limiting self care ADL, -, -,A disorder characterized by a sensation of marked discomfort in the abdominal region.,,
10002153,Gastrointestinal disorders,Anal fissure,Asymptomatic,Symptomatic,Invasive intervention indicated, -, -,A disorder characterized by a tear in the lining of the anus.,,Addition: Term
10002156,Gastrointestinal disorders,Anal fistula,Asymptomatic,"Symptomatic, invasive intervention not indicated",Invasive intervention indicated,Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an abnormal communication between the opening in the anal canal to the perianal skin.,,"Clarification: Grade 1, 2, 3"
10055226,Gastrointestinal disorders,Anal hemorrhage,Mild symptoms; intervention not indicated,Moderate symptoms; intervention indicated,Transfusion indicated; invasive intervention indicated; hospitalization,Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by bleeding from the anal region.,,"Clarification: Grade 1, 2, 3"
